id,number,acceptdate,sum,descriptionRu,customer_name,provider_name,customer_bin,provider_bin
1750,1,01.02.2016 09:34,7800000,Услуги по поддержке социально-уязвимых слоев населения путем предоставления специальных социальных услуг инвалидам старше 18 лет с психоневрологическими заболеваниями в условиях дневного пребывания в рамках государственного социального заказа ,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ ГОРОДА КАРАГАНДЫ""","ОБЩЕСТВЕННЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПО ОКАЗАНИЮ ПОМОЩИ ДЕТЯМ-ИНВАЛИДАМ И СЕМЬЯМ, В КОТОРЫХ ОНИ ВОСПИТЫВАЮТСЯ ""ЛУЧИК НАДЕЖДЫ""",050240007637,981140005663
1751,ГЗ 03-07-008,25.01.2016 10:26,319275,Обслуживание теплосистем,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ТРАВМАТОЛОГИИ И ОРТОПЕДИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАЗАХСТАН","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИР ТЕПЛО СИСТЕМ ТС""",010340000844,131240007835
1752,61,21.01.2016 17:52,117857,Видио,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 62 ДЛЯ ДЕТЕЙ С НАРУШЕНИЯМИ РЕЧИ"" АКИМАТА ГОРОДА УСТЬ-КАМЕНОГОРСКА",ИП САФРОНОВ ДЕНИС ВЛАДИМИРОВИЧ,990840002465,790101300319
1753,8,22.01.2016 19:11,3139585,"Уборка снега. Жарминский участок: Чарское водохранилище, Гидроузел ""Центральный"" на реке Чар","ВОСТОЧНО-КАЗАХСТАНСКИЙ ФИЛИАЛ РЕСПУБЛИКАНСКОГО ГОСУДАРСТВЕННОГО ПРЕДПРИЯТИЯ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""КАЗВОДХОЗ"" КОМИТЕТА ПО ВОДНЫМ РЕСУРСАМ МИНИСТЕРСТВА ЭКОЛОГИИ, ГЕОЛОГИИ И ПРИРОДНЫХ РЕСУРСОВ РЕСПУБЛИКИ КАЗАХСТАН","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДРСУ-9""",110841011616,010440005254
1756,01,18.01.2016 17:35,32908,Колледж автокөлігін сақтандыру,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""АЛМАТИНСКИЙ ГОСУДАРСТВЕННЫЙ КОЛЛЕДЖ ЭНЕРГЕТИКИ И ЭЛЕКТРОННЫХ ТЕХНОЛОГИЙ"" УПРАВЛЕНИЯ ОБРАЗОВАНИЯ ГОРОДА АЛМАТЫ","АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРАХОВАЯ КОМПАНИЯ ""КАЗКОММЕРЦ- ПОЛИС"" (ДОЧЕРНЯЯ ОРГАНИЗАЦИЯ АО ""КАЗКОММЕРЦБАНК"")",990340002675,991040003338
1757,1,18.01.2016 16:05,45000,Услуги по дератизациии и дезинсекции,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ЛИСАКОВСКАЯ ГОРОДСКАЯ ДЕТСКО-ЮНОШЕСКАЯ СПОРТИВНАЯ ШКОЛА"" УПРАВЛЕНИЯ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИСАКОВСКАЯ ДЕЗИНФЕКЦИЯ""",000140001655,131140013310
1759,1,,257000,Парус- КАЗ ақпараттандыру жүйесін техникалық қолдау,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АКИМА ГОРОДА САРКАН САРКАНСКОГО РАЙОНА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРУС-КАЗ""",130240026809,071140021605
1760,1,20.01.2016 13:02,35000,Электроизмерительные работы,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЁННОЕ ПРЕДПРИЯТИЕ «ЯСЛИ-САД №9 «АҚБОТА» АКИМАТА ГОРОДА ТЕМИРТАУ ОТДЕЛА ОБРАЗОВАНИЯ ГОРОДА ТЕМИРТАУ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦРЕМТЕХНИКА""",100240014493,010640003601
1761,1,22.01.2016 19:52,275143,"Обслуживание программного продукта ""Парус-Каз.Бюджет"" (Бухгалтерский учет МСФО. Расчет заработной платы) ","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОБЛАСТНАЯ ШКОЛА ВЫСШЕГО СПОРТИВНОГО МАСТЕРСТВА"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА АЛМАТИНСКОЙ ОБЛАСТИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРУС-КАЗ""",970840000950,071140021605
1762,3,21.01.2016 11:18,140064,Өрт сигнализацияның техникалық қызмет көрсетуі бойынша қызметтер,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""КОСТАНАЙСКИЙ ВЫСШИЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ",ИП БРЕЗГУНОВ ВИКТОР АНАТОЛЬЕВИЧ,990240003411,570910301786
1763,2,21.01.2016 11:25,44000,Обслуживание пожарной сигнализаций,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЁННОЕ ПРЕДПРИЯТИЕ «ЯСЛИ-САД №9 «АҚБОТА» АКИМАТА ГОРОДА ТЕМИРТАУ ОТДЕЛА ОБРАЗОВАНИЯ ГОРОДА ТЕМИРТАУ""",ИП Курапов Михаил Николаевич,100240014493,810403350610
1764,8/16,18.01.2016 11:05,562500,"Услуги дезинфекции, дератизации, дезинсекции","ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ ""ОБЛАСТНОЙ ПЕРИНАТАЛЬНЫЙ ЦЕНТР"" НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АКТЮБИНСКОЙ ОБЛАСТИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ШАЛКАР-ТАЗАЛЫК""",000840002541,020840000418
1766,31,18.01.2016 12:48,852724,Канализация,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОКАЗАНИЯ СПЕЦИАЛЬНЫХ СОЦИАЛЬНЫХ УСЛУГ №1"" УПРАВЛЕНИЯ КООРДИНАЦИИ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ АКИМАТА ЖАМБЫЛСКОЙ ОБЛАСТИ""","ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЯ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЖАМБЫЛ СУ"" УПРАВЛЕНИЯ ЭНЕРГЕТИКИ И ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА АКИМАТА ЖАМБЫЛСКОЙ ОБЛАСТИ",960240000401,000940000190
1767,160004/00,19.01.2016 17:11,48444,"қатты тұрмыстық қалдықтарды шығару
",КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЁННОЕ ПРЕДПРИЯТИЕ «ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА» ОТДЕЛА ОБРАЗОВАНИЯ АКИМАТА ГОРОДА ЛИСАКОВСКА,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САЛЕМ.KZ""",990540003254,130440006742
1768,990140002330/160001/00,28.01.2016 14:13,60411,"Страхование автотранспорта: 3 машины легковые со сроком эксплуатации свыше 7 лет, 1 машина легковая со сроком эксплуатации до 7 лет включительно",КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ «ЦЕНТРАЛЬНАЯ БОЛЬНИЦА ГОРОДА ТЕМИРТАУ» УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ КАРАГАНДИНСКОЙ ОБЛАСТИ,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРАХОВАЯ КОМПАНИЯ ""АСКО""",990140002330,991040000284
1769,4,18.01.2016 16:49,37500,Услуги по техническому обслуживанию теплосчетчика ,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""КОСТАНАЙСКИЙ ЦЕНТР ОКАЗАНИЯ СПЕЦИАЛЬНЫХ СОЦИАЛЬНЫХ УСЛУГ"" УПРАВЛЕНИЯ КООРДИНАЦИИ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ","""ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА ""ТЕПЛОСЕРВИС"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",961040000060,010140002368
1770,6,26.01.2016 17:58,212040,Продукты питания,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОБЛАСТНОЙ СПЕЦИАЛИЗИРОВАННЫЙ ЛИЦЕЙ-ИНТЕРНАТ ""БІЛІМ-ИННОВАЦИЯ"" ДЛЯ ОДАРЕННЫХ ДЕТЕЙ"" КОММУНАЛЬНОГО ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ОБРАЗОВАНИЯ АКИМАТА СЕВЕРО-КАЗАХСТАНСКОЙ ОБЛАСТИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДАСТАРХАН""",060640002513,930540000853
1772,10,01.02.2016 15:51,20100,автомат,"""ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ ПО ОЗЕЛЕНЕНИЮ И БЛАГОУСТРОЙСТВУ ""СЕМЕЙ"" НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ""","ТОО ""СЕМЕЙ ЭНЕРГОМОНТАЖ""",071240015486,050540006550
1774,1а,25.01.2016 22:58,196236,Интернет қызметі,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АКИМА КУСТАНАЙСКОГО СЕЛЬСКОГО ОКРУГА""","КОСТАНАЙСКАЯ ОБЛАСТНАЯ ДИРЕКЦИЯ ТЕЛЕКОММУНИКАЦИЙ - ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""КАЗАХТЕЛЕКОМ""",970140002098,970741000566
1776,4,19.01.2016 17:57,30368,Моторное масло,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АРХИТЕКТУРЫ И ГРАДОСТРОИТЕЛЬСТВА АКМОЛИНСКОЙ ОБЛАСТИ""",ИП ЯКУБЕЛЬ С.В.,000140001635,710129301741
1777,1,22.01.2016 15:42,120000,Техническая поддержка сайта (хостинг на 2 Гб на 1 год),"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ПОЛИКЛИНИКА № 4 ГОРОДА КОСТАНАЙ"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ",ИП КОЖЕМЯК  ЕВГЕНИЙ  ВАСИЛЬЕВИЧ,101240019487,800425302292
1779,8,25.01.2016 09:35,892857,Аренда автотранспорта представительского класса с водителем,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАНЯТОСТИ НАСЕЛЕНИЯ АКИМАТА ГОРОДА НУР-СУЛТАН""",ИП АМИНА,110740001223,720913450581
1780,№889,22.01.2016 15:08,500000,Договор  электроснабжения,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ ""ДЕТСКИЙ САД ""АК БОТА"" АКИМАТА РАЙОНА ИМЕНИ ГАБИТА МУСРЕПОВА СЕВЕРО-КАЗАХСТАНСКОЙ ОБЛАСТИ МИНИСТЕРСТВА ОБРАЗОВАНИЯ И НАУКИ РЕСПУБЛИКИ КАЗАХСТАН","ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЛТҮСТІК ЭНЕРГО ОРТАЛЫҚ"" ЦЕЛИНА-ЭНЕРГО",071240002991,101141005358
1781,10,18.01.2016 17:16,210000,Обслуживание оборудования автоматизации средств регулирования теплопотребления,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ШКОЛА-ГИМНАЗИЯ № 10"" АКИМАТА ГОРОДА НУР-СУЛТАН","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕПЛОГРАД""",720840000018,100740010141
1782,2,20.01.2016 12:07,221070,Азық түлік,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЁННОЕ ПРЕДПРИЯТИЕ ""ДЕТСКИЙ САД №20 ""ӘДЕМІ"" АКИМАТА ГОРОДА ТЕМИРТАУ ОТДЕЛА ОБРАЗОВАНИЯ ГОРОДА ТЕМИРТАУ""",ИП Шәріпбекова  Гүлмира Орынбасарқызы,101140003328,810531402277
1783,4,20.01.2016 16:35,22995,азық түлік,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЁННОЕ ПРЕДПРИЯТИЕ ""ДЕТСКИЙ САД №20 ""ӘДЕМІ"" АКИМАТА ГОРОДА ТЕМИРТАУ ОТДЕЛА ОБРАЗОВАНИЯ ГОРОДА ТЕМИРТАУ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НӘТИЖЕ""",101140003328,060140008009
1784,1,20.01.2016 09:21,274050,продукты питания,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЁННОЕ ПРЕДПРИЯТИЕ ""ДЕТСКИЙ САД №20 ""ӘДЕМІ"" АКИМАТА ГОРОДА ТЕМИРТАУ ОТДЕЛА ОБРАЗОВАНИЯ ГОРОДА ТЕМИРТАУ""",ИП Тукашева Г.Ж.,101140003328,760410450049
1785,1,21.01.2016 11:25,80000,Ұйымдастыру техникасына қызмет көрсету,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ДЕТСКИЙ САД № 4 ""АРМАН"" ПРИ ОТДЕЛЕ ОБРАЗОВАНИЯ ГОРОДА СТЕПНОГОРСКА",ИП  КИСЛУХИН,080140017319,670722300668
1786,2409,10.02.2016 11:59,1236607,Коммунальные услуги,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЁННОЕ ПРЕДПРИЯТИЕ ""ДЕТСКИЙ САД №20 ""ӘДЕМІ"" АКИМАТА ГОРОДА ТЕМИРТАУ ОТДЕЛА ОБРАЗОВАНИЯ ГОРОДА ТЕМИРТАУ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОКЖЕТПЕС""",101140003328,980640003741
1787,18.01/16-3,,237600,Вывоз мусора,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ КАРДИОЛОГИИ И ВНУТРЕННИХ БОЛЕЗНЕЙ""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТАРТЫП""",990240008700,060140014826
1790,1,29.01.2016 10:44,270000,"оказание услуг по вывозу,приему и захоронению мусора","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""№ 21 ""КІШКЕНТАЙ ДАНЫШПАНДАР"" РЕСУРСТЫҚ ОРТАЛЫҚ"" ОТДЕЛА ОБРАЗОВАНИЯ АКИМАТА ГОРОДА ЭКИБАСТУЗА","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКИБАСТУЗКОММУНСЕРВИС""",071040006569,030240001911
1791,382/7,02.02.2016 09:44,186607,"Холодное водоснабжение, отведение сточных вод",КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ «ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА-ИНТЕРНАТ ОБЩЕГО ТИПА ГОРОДА БАЛХАШ» ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ «ОТДЕЛ ОБРАЗОВАНИЯ ГОРОДА БАЛХАШ»,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""БАЛХАШ СУ"" АКИМАТА ГОРОДА БАЛХАША",061140005047,051140005848
1792,9,18.01.2016 12:15,117857,обработка сайтов в Интернете,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 23"" АКИМАТА ГОРОДА НУР-СУЛТАН","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""BENCHMARK CONSULTING""",660740000010,051040004350
1793,02,19.01.2016 16:54,457837,Тепловая энергия,КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ «ЦЕНТР ДНЕВНОГО ПРЕБЫВАНИЯ «ҮМІТ» ДЛЯ ДЕТЕЙ С ОГРАНИЧЕННЫМИ ВОЗМОЖНОСТЯМИ» УПРАВЛЕНИЕ КООРДИНАЦИИ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ АЛМАТИНСКОЙ ОБЛАСТИ,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""КОКСУЖЫЛУ"" ПРИ АППАРАТЕ АКИМА КОКСУСКОГО РАЙОНА",101240006613,101240001751
1795,1,20.01.2016 13:08,50000,Семинар по гос закупкам,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""МОЛОДЕЖНЫЙ РЕСУРСНЫЙ ЦЕНТР ГОРОДА КАРАЖАЛ"" АКИМАТА ГОРОДА КАРАЖАЛ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР КВАЛИФИЦИРОВАННОГО ОБУЧЕНИЯ""",130240004618,091240019889
1796,2,21.01.2016 16:25,45000,Услуги по организации семинара на тему: Государственные закупки: теория и практика эффективный закупочной деятельности. Новый Закон о государственных закупках.,"АО ""РЕГИОНАЛЬНЫЙ ЦЕНТР ГОСУДАРСТВЕННО-ЧАСТНОГО ПАРТНЕРСТВА ВОСТОЧНО-КАЗАХСТАНСКОЙ ОБЛАСТИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АСТАНА ОРЛЕУ""",110140010736,141240003973
1797,1,22.01.2016 10:46,50000,"""Государственные закупки: теория и практика эффективной закупочной деятельности.Новый Закон о государственных закупках"" тақырыбы бойынша семинар өткізу  қызметі","ГКП НА ПХВ ""ВЫСШИЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ"" АКИМАТА ГОРОДА НУР-СУЛТАН","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АСТАНА ОРЛЕУ""",990640001589,141240003973
1798,1,25.01.2016 11:09,275143,"Обслуживание программы ""Парус""","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ПРЕДПРИНИМАТЕЛЬСТВА ГОРОДА ТЕКЕЛИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРУС-КАЗ""",111240023328,071140021605
1799,1,27.01.2016 12:18,165179,Услуга по  проведению оценки уровня профессиональной подготовленности по профессиям (специальностям) технического и обслуживающего труда ( тестирование,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ "" ЖИТИКАРИНСКИЙ ПОЛИТЕХНИЧЕСКИЙ КОЛЛЕДЖ"" УПРАВЛЕНИЯ ОБРАЗОВАНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ","АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕСПУБЛИКАНСКИЙ НАУЧНО-МЕТОДИЧЕСКИЙ ЦЕНТР РАЗВИТИЯ ТЕХНИЧЕСКОГО И ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ И ПРИСВОЕНИЯ КВАЛИФИКАЦИИ""",990240002077,080540008651
1800,1-7 АЭС,20.01.2016 16:04,211860,Тұрмыстық-қоқыс қалдықтарын шығару қызметі ,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АСТАНАЭНЕРГОСЕРВИС""",ТРАНСПОРТНИК.КZ,990140000502,840522451102
1801,1,20.01.2016 09:39,46250,Реставрация украшений фассада здания,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АКИМА КОСТАНАЙСКОГО РАЙОНА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЗДАТЕЛЬСКИЙ ДОМ""",950640000850,960140000021
1802,5,25.01.2016 12:10,60000,"Услуги по содержанию, обслуживанию, текущий ремонт оргтехники: компьютеров, принтеров, копировальных аппаратов, заправка картриджей. ","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОБЛАСТНАЯ СПЕЦИАЛИЗИРОВАННАЯ ДЕТСКО-ЮНОШЕСКАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА ПО ВЕЛОСПОРТУ"" УПРАВЛЕНИЯ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА КАРАГАНДИНСКОЙ ОБЛАСТИ",КИМ АНДРЕЙ АЛЕКСЕЕВИЧ,010340000448,840707350778
1804,2,21.01.2016 16:25,12000,услуги электрика,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ДОМ КУЛЬТУРЫ ""МАКПАЛ"" АППАРАТА АКИМА ПОСЕЛКА СОЛНЕЧНЫЙ ГОРОДА ЭКИБАСТУЗА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АПЭКС - ЭКИБАСТУЗ""",990440005267,070640008524
1806,2,18.01.2016 18:44,200000,"Алюминды радиатор, 10 секциялы","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАЗАЛЫК-2012""",ИП АМАНБАЕВА НАДИЯ РАФКАТОВНА,000940000894,820626450186
1807,1,18.01.2016 17:27,30000,Электрондық мемлекеттік сатып алу саласындағы семинарларға қатысу,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ВНУТРЕННЕЙ ПОЛИТИКИ РАЙОНА БӘЙТЕРЕК""",ХАБИБУЛЛИН СЕРИК МУРАТОВИЧ,050140006417,820714301219
1808,4,21.01.2016 17:35,180000,Услуги сопровождение по поддержке информационных ресурсов  веб-сайта областного маслихата,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АТЫРАУСКОГО ОБЛАСТНОГО МАСЛИХАТА""","ИП""PRO SERVICE""",050440005668,910525301082
1809,1,20.01.2016 11:37,17344,Обязательное страхование гражданско-правовой ответственности владельцев автотранспортных средств,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АКИМА СЕЛА МУКТИКОЛЬ ЖИТИКАРИНСКОГО РАЙОНА""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРАХОВАЯ КОМПАНИЯ ""АСКО""",970340001099,991040000284
1812,64,03.06.2016 12:11,4519,Водоснабжение зданиия Управления юстиции Железинского района,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ДЕПАРТАМЕНТ ЮСТИЦИИ ПАВЛОДАРСКОЙ ОБЛАСТИ МИНИСТЕРСТВА ЮСТИЦИИ РЕСПУБЛИКИ КАЗАХСТАН""","ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ ""КӨМЕК"" ОТДЕЛА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, ПАССАЖИРСКОГО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ ЖЕЛЕЗИНСКОГО РАЙОНА, АКИМАТА ЖЕЛЕЗИНСКОГО РАЙОНА",961040000526,990240004469
1814,1,,65536,Обслуживание банковских карточек,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ГОРОДСКОЕ ПАТОЛОГОАНАТОМИЧЕСКОЕ БЮРО"" УПРАВЛЕНИЯ ОБЩЕСТВЕННОГО ЗДОРОВЬЯ ГОРОДА АЛМАТЫ","АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАРОДНЫЙ СБЕРЕГАТЕЛЬНЫЙ БАНК КАЗАХСТАНА""",081240015686,940140000385
